OBJECTID,ZONING,created_user,created_date,last_edited_user,last_edited_date,STR_TYPE_1,STR_TYPE_2,STR_TYPE_3,Muni_Hyperlink,Muni_Hyperlink_Uses,Shape__Area,Shape__Length
1,PLI,,,BOZEMAN,2025/05/01 15:51:48+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.130PULAINDINT,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,661451.185154765,3916.52064442059
2,B-1,,,BOZEMAN,2025/05/01 15:53:37+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.110COMIEZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,7636.5913941,371.178073932946
3,B-1,,,BOZEMAN,2022/01/24 23:14:10+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.110COMIEZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,21027.430597235,602.493772984155
4,R-O,,,BOZEMAN,2022/01/21 16:39:02+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,14181.17457441,494.513321007289
5,R-3,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,47905.52369077,982.490877406567
6,R-4,,,BOZEMAN,2022/02/18 18:48:44+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,178509.345896275,1699.60715021145
7,PLI,,,PLANNING,2020/03/26 21:24:09+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.130PULAINDINT,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,81050.54439862,1149.10656418863
8,R-3,,,BOZEMAN,2024/12/31 21:39:28+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,318486.94219212,5083.57810745517
9,R-2,,,BOZEMAN,2022/03/01 17:16:30+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,11955.61846662,721.112113458523
10,R-2,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,1873.720121855,175.197798357662
11,R-2,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,1737.593765445,170.71789835095
12,R-2,,,BOZEMAN,2022/03/01 17:16:30+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,2303.071306695,192.43575788615
13,R-1,,,PLANNING,2019/07/31 20:16:29+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,45784.022767565,898.097699462652
14,R-1,,,BOZEMAN,2022/03/01 17:16:30+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,86928.86376366,1393.06339657752
15,R-O,,,BOZEMAN,2024/12/31 21:39:28+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,162710.69222177,2529.97155187495
16,R-S,,,PLANNING,2019/07/31 20:16:30+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,66830.91885493,1214.29496886029
17,R-1,,,BOZEMAN,2022/10/28 17:02:09+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,393937.741963705,3566.98580607258
19,BP,,,BOZEMAN,2022/03/01 16:58:32+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.120INZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,124495.375002895,2068.28829684898
20,B-2,,,BOZEMAN,2024/12/11 23:23:27+00,YES,YES,YES,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.110COMIEZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,1243532.11823307,8108.44378128984
22,B-1,,,PLANNING,2019/07/31 20:18:54+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.110COMIEZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,43163.62421346,981.745669401517
23,B-1,,,PLANNING,2019/07/31 20:18:54+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.110COMIEZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,2149.29794953,177.753992950825
24,R-O,,,PLANNING,2019/07/31 20:16:30+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,57851.928191845,1070.04262029135
25,R-4,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,22501.685418305,627.773808513833
26,R-1,,,PLANNING,2019/07/31 20:16:29+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,137190.76373755,1521.09352717111
27,R-1,,,BOZEMAN,2023/05/11 22:54:50+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,1253439.48906928,8071.73917072204
28,R-2,,,BOZEMAN,2022/10/28 16:47:20+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,120712.406238355,2053.50901979925
29,R-2,,,BOZEMAN,2023/05/11 22:54:50+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,121410.612810715,1609.17696495284
30,R-4,,,BOZEMAN,2022/10/28 16:48:08+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,24796.35346408,645.399556385867
31,R-3,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,12873.451538915,478.166463749493
32,R-2,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,27806.426998405,676.279703037167
33,R-4,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,38255.30108258,885.132018680027
34,R-3,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,46157.67816397,1420.7763271991
35,R-2,,,PLANNING,2020/03/26 22:03:30+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,13103.322123645,482.854743786409
36,R-1,,,BOZEMAN,2022/10/28 16:48:08+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,349462.359860545,3386.00955844279
37,R-2,,,BOZEMAN,2022/10/28 16:48:08+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,111013.04860299,2586.77008455994
38,PLI,,,PLANNING,2019/07/31 20:15:11+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.130PULAINDINT,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,38011.060358515,840.887667897752
39,R-O,,,PLANNING,2020/03/27 16:26:07+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,43852.987849655,838.880973274038
40,R-3,,,BOZEMAN,2022/10/28 16:48:08+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,67869.290215955,1669.15899853542
41,R-1,,,PLANNING,2020/03/26 22:01:56+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,13162.249787055,475.912083399507
42,R-2,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,46674.580160995,1096.26652564213
43,R-1,,,PLANNING,2019/07/31 20:16:29+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,20107.529272045,643.580393944793
44,R-4,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,21711.69523054,697.751767880703
45,R-2,,,BOZEMAN,2022/10/28 16:48:08+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,44783.041657295,1226.57050897101
46,R-4,,,PLANNING,2020/03/26 21:53:34+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,75174.782106655,1130.31444078753
47,R-3,,,BOZEMAN,2022/10/28 16:48:08+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,219147.623731045,2096.59904456133
48,PLI,,,BOZEMAN,2022/10/28 16:48:08+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.130PULAINDINT,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,153872.15457833,1977.30603548042
49,R-MH,,,PLANNING,2019/07/31 20:16:30+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,210513.94855403,1981.45714639832
50,R-2,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,7867.182465,399.369930608581
51,R-4,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,48628.863796725,974.836908039338
52,B-1,,,PLANNING,2019/07/31 20:18:54+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.110COMIEZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,35439.364044975,953.260460433842
53,R-2,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,145058.90325458,1526.18802519492
54,R-3,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,60825.85558674,1469.69921415259
55,R-2,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,76212.044610755,1179.32294480001
56,R-1,,,PLANNING,2019/07/31 20:16:29+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,59264.931778345,1311.08815759948
57,R-O,,,PLANNING,2019/07/31 20:16:30+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,147643.096408085,3432.54506991904
58,R-4,,,BOZEMAN,2024/12/13 20:00:53+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,56266.071630645,1128.38117109442
59,R-3,,,BOZEMAN,2021/12/06 18:39:52+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,284645.39146785,3645.62319138281
60,R-O,,,PLANNING,2019/07/31 20:16:30+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,2453.765862445,200.025981658916
61,R-3,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,9537.93954358,473.379949529123
62,PLI,,,BOZEMAN,2022/03/01 19:07:08+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.130PULAINDINT,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,241724.367644655,2260.86863284703
63,R-1,,,PLANNING,2019/07/31 20:16:29+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,58530.17437578,966.388339504405
64,PLI,,,PLANNING,2019/07/31 20:15:11+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.130PULAINDINT,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,835082.281368895,3881.08814499539
65,R-3,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,142578.80518154,2053.70237269952
66,R-S,,,PLANNING,2019/07/31 20:16:30+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,741417.693906755,8550.67344345508
67,R-3,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,87150.16664191,1418.95918475983
68,R-3,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,13656.862939465,464.11800032465
69,R-1,,,PLANNING,2019/07/31 20:16:29+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,37436.82212985,1227.18003909019
